Header|Theme|Variables
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Waer -Me exhaust - heating heat tax system system
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Hot water - hot water heat supply
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Hot water type - hot water type of preparation
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Air - ventilation
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Elevator - elevator available
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Baudyodies - construction types
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|ERICHTDAT - Creation date
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|ERICHTADAD year - year of construction
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Anzpershws - number of people with main residence
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Anzpersnws - number of people with secondary residence
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|GDA property - building property
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Cut - bullet number
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Saved - belated
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|GIYPY - BECOME SYMEYP
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Schohehe - storey height
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Flbrutto_schsch - gross floor floor floor
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Flnetto_gic - robbery shot
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Construction - construction
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Ntzart - uses type
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Anzhour - number of floors
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Flnutz - usable area
GWR - AMDC: Building and housing register|Construction measures, construction projects, buildings, usage units, apartments|Attache space - number of rooms
